,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.02346672327,1.06732205714e+18,0.00331221067699,0.00192306028659,0.00191083864005,20.0,23.7093186,3.0,1.32116365672e-05,0.0,3.84662018967,0.0,0.0,-0.0005936025565,-0.000519402296429
1,0.107334656645,8593617712.03,0.00359781596103,0.00825723473275,0.00875556159761,10320.0,5972.008609,5.0,9.05118852755e-05,0.0,3.52171865919,0.0,0.0,0.00160538543698,0.0012249298358
2,0.0409991531855,3.50381573193e+14,0.00361134301865,0.00242529365533,0.00337573945625,10.0,13.03960799,0.0,1.5761912113e-10,0.0,2.85336899065,0.0,0.0,0.000488759213567,0.00103898588093
3,0.0321787781711,3.07166474932e+18,0.00339848883469,0.00256515940768,0.00274759950137,26860.0,14796.38635,1.0,7.30375613632e-07,0.0,2.29340541783,0.0,0.0,-0.000358486966344,-0.00027581464129
4,0.0177139554366,1.26278636663e+23,0.00310602907291,0.0013135984477,0.00144807660694,11780.0,23706.85906,5.0,0.000241742969467,0.0,2.35717320151,0.0,0.0,0.000166032927562,0.000114896075734
5,0.0241790901254,5.34667032696e+16,0.00330048215788,0.00154766705042,0.00201648449823,10.0,9.051673665,3.0,2.77098293331e-05,0.0,2.93637958959,0.0,0.0,0.000471769140375,0.000499493577931
6,0.204223564463,3345876.99157,0.0036363303928,0.0169207514419,0.0165320457292,41710.0,17747.3492,11.0,0.000592990039124,0.0,3.40974030182,0.0,0.0,0.00135241236268,0.00135559726914
7,0.0232079206295,5.5287043824e+18,0.00325601382344,0.00218870437806,0.00190677167385,23910.0,62584.15013,2.0,9.21948866445e-07,0.0,2.8707093476,0.0,0.0,0.000210220635845,0.000166870133606
8,0.044200033354,1.07238297596e+19,0.00339158629993,0.0034281626463,0.00362173120755,10760.0,24240.98038,2.0,1.86999893417e-05,0.0,3.58373002032,0.0,0.0,-9.65192073196e-05,-7.96339078202e-05
9,0.0259043278614,3.72278874616e+20,0.00335680435001,0.00209305687596,0.00213930188324,27040.0,10551.00601,6.0,0.00105591250727,0.0,2.20665117571,0.0,0.0,0.000141753730513,-3.17932496082e-05
10,0.00948095747892,1.30653246154e+22,0.00308344917593,0.000836129042902,0.0007730592975,9820.0,8939.187933,8.0,0.000441849194507,0.0,2.33642885478,0.0,0.0,-9.90732175075e-05,-7.96904441185e-05
11,0.00435184837464,5.14617367705e+22,0.0023399653503,0.00034585720579,0.000375049768566,1700.0,571.6821247,0.0,1.11099896185e-09,0.0,0.291923216915,0.0,0.0,0.000177031587278,0.000175134304832
12,0.0165869363655,6.46702519915e+18,0.00327001435465,0.00139703069004,0.00135801114915,6170.0,35838.4553,2.0,1.1663387295e-06,0.0,2.1510277533,0.0,0.0,5.04211801921e-05,5.74289497406e-05
13,0.000160773570944,6.9195160458e+27,0.000685811889649,1.18781398136e-05,1.25213336392e-05,0.0,0.0,0.0,3.19965332783e-12,0.0,0.0137463664667,0.0,0.0,-9.08779645651e-06,-9.28827287808e-06
