NW
103.77970,1.31664,22032.496,33212.801
103.76711,1.32747,20631.240,34410.648
103.80853,1.32216,25241.823,33823.025
103.81057,1.32216,25467.832,33823.025
103.76914,1.36569,20857.249,38637.016
103.76731,1.38021,20653.841,40241.680
103.76710,1.38756,20631.240,41055.312
103.77279,1.42660,21264.065,45372.083
103.77441,1.43600,21444.872,46411.725
103.78010,1.44173,22077.697,47044.550
103.78152,1.43580,22235.904,46389.124
103.78558,1.43008,22687.922,45756.299
103.79290,1.43253,23501.554,46027.509
103.79290,1.43253,23501.554,46027.509
103.79432,1.44500,23659.760,47406.164
103.80143,1.43784,24450.792,46615.133
103.80346,1.44173,24676.801,47044.550
103.82133,1.44520,26665.680,47428.765
103.82986,1.43437,27614.917,46230.917
103.82986,1.43437,27614.917,46230.917


Cen then NE
103.82469,1.27526,27039.155,28637.308
103.84075,1.29308,28826.509,30607.980
103.83889,1.29495,28620.276,30814.213
103.83333,1.29495,28001.576,30814.213
103.82160,1.30220,26695.433,31616.231
103.82304,1.30241,26855.836,31639.146
103.84672,1.30013,29491.038,31387.083
103.83724,1.30572,28436.958,32005.783
103.83395,1.31505,28070.321,33036.949
103.86072,1.31650,31049.245,33197.352
103.86236,1.31650,31232.563,33197.352
103.87163,1.32230,32263.729,33838.967
103.86587,1.32810,31622.114,34480.581
103.85145,1.33681,30018.079,35443.003
103.83169,1.37452,27818.258,39613.496
103.83416,1.37805,28093.236,40003.047
103.87163,1.40520,32263.729,43004.886
103.87534,1.37100,32676.195,39223.944
103.87678,1.37639,32836.599,39819.729
103.88007,1.37245,33203.236,39384.348
103.88213,1.36934,33432.384,39040.626
103.88440,1.37266,33684.446,39407.263
103.88440,1.37079,33684.446,39201.030
103.88563,1.37100,33821.935,39223.944
103.86081,1.36391,31059.312,38439.438
103.86061,1.36156,31036.711,38179.527
103.87310,1.36575,32426.666,38642.846
103.87868,1.36687,33048.191,38767.151
103.87909,1.35829,33093.393,37817.913
103.88223,1.36503,33443.706,38563.743
103.88447,1.35961,33692.316,37964.819
103.88416,1.35450,33658.415,37399.796
103.88376,1.35062,33613.213,36970.379
103.90376,1.39416,35839.401,41784.370
103.90924,1.33090,36449.626,34789.393
103.93250,1.35307,39037.428,37241.590
103.93636,1.35256,39466.845,37185.088
103.93798,1.35256,39647.653,37185.088
103.94174,1.37627,40065.769,39806.792
103.94204,1.34919,40099.671,36812.173
103.94499,1.35644,40427.384,37614.505
103.94509,1.35093,40438.684,37004.281
103.94915,1.35236,40890.702,37162.487
103.94885,1.35971,40856.801,37976.119
103.95606,1.37116,41659.132,39241.769
103.95585,1.35317,41636.532,37252.891
103.95788,1.36717,41862.541,38801.052
103.95961,1.35113,42054.648,37026.882
103.95961,1.35634,42054.648,37603.204
103.95971,1.36155,42065.949,38179.527
103.95971,1.37075,42065.949,39196.568
103.95961,1.37269,42054.648,39411.276
103.96113,1.35450,42224.155,37399.796

SE
103.97397,1.36548,43652.630,38613.832
103.97022,1.36365,43235.141,38411.052
103.94342,1.33312,40253.079,35035.357
103.94149,1.32395,40038.370,34021.456
103.93259,1.31144,39048.325,32637.778
103.92498,1.32913,38201.419,34594.012
103.91652,1.31845,37259.088,33413.115
103.91630,1.31672,37235.231,33222.263
103.91652,1.30594,37259.088,32029.438
103.89840,1.30551,35243.213,31981.725
103.89476,1.30378,34837.653,31790.873
103.89304,1.30033,34646.801,31409.169
103.89315,1.29860,34658.729,31218.317
103.89122,1.30044,34444.020,31421.097
103.88393,1.30216,33632.899,31611.949
103.88961,1.31672,34265.097,33222.263
103.88565,1.32190,33823.751,33794.819
103.88586,1.32902,33847.608,34582.083
103.88243,1.33096,33465.904,34796.792
103.86818,1.34186,31879.446,36001.545
103.86614,1.34164,31652.810,35977.689
103.86603,1.35254,31640.881,37182.442

SW
103.79802,1.28760,24071.801,30001.657
103.78336,1.30550,22439.514,31980.805
103.75824,1.31491,19644.222,33021.388
103.74742,1.32026,18440.410,33613.092
103.77254,1.34535,21235.702,36387.980
103.77070,1.34517,21031.666,36367.577
103.76007,1.34369,19848.258,36204.348
103.74064,1.34000,17685.478,35796.276
103.74247,1.34166,17889.514,35979.908
103.73679,1.34203,17257.002,36020.716
103.74210,1.34554,17848.706,36408.384
103.74229,1.34775,17869.110,36653.227
103.74045,1.34720,17665.074,36592.016
103.72414,1.35273,15849.155,37204.124
103.71497,1.34369,14828.975,36204.348
103.70452,1.35255,13665.971,37183.720
103.75310,1.35827,19072.922,37816.231
103.74962,1.35827,18685.254,37816.231
103.74559,1.36196,18236.375,38224.303
103.75860,1.38023,19685.029,40244.258
103.75292,1.37783,19052.518,39979.012
103.74742,1.38023,18440.410,40244.258
103.73862,1.37949,17461.038,40162.644
103.74375,1.39942,18032.339,42366.231
103.74778,1.40292,18481.218,42753.899
